"Hospital","Ph_no","Street","Suburb","Pcode","State","LHN","PHN","Website","Description","Sector","Beds","Lat","Long","bed_grp","ED","Regional","Size","Special","web_address"
"Sydney Adventist Hospital","02 9487 9111","185 Fox Valley Road","Wahroonga",2076,"NSW","","","www.sah.org.au","","Private",">500",-33.733379,151.099874,5,0,0,0,0,"https://www.sah.org.au"
"Sydney Children's Hospital","02 9382 1111","High Street","Randwick",2031,"NSW","Sydney Children's Hospitals Network","Central and Eastern Sydney","www.sch.edu.au/","Specialist children's hospital with an emergency department","Public","100-199",-33.917179,151.238334,3,1,0,0,1,"https://www.sch.edu.au/"
"Sydney Day Surgery - Prince Alfred","02 9550 5600","RPAH Medical Centre - Suite 106, 100 Carillon Avenue","Newtown",2042,"NSW","","","http://www.curagroup.com.au/sydney-day-surgery-prince-alfred","","Private","<50",-33.8912,151.1835,1,0,0,0,0,"http://www.curagroup.com.au/sydney-day-surgery-prince-alfred"
"Sydney Dental Hospital","02 9293 3200","2 Chalmers Street","Surry Hills",2010,"NSW","South Eastern Sydney","Central and Eastern Sydney","www.sswahs.nsw.gov.au/sydneydentalhospital","Specialist dental hospital","Public","<50",-33.884469,151.207811,1,0,0,0,1,"https://www.sswahs.nsw.gov.au/sydneydentalhospital"
"Sydney Hospital / Sydney Eye Hospital","02 9382 7111","8 Macquarie Street","Sydney",2000,"NSW","South Eastern Sydney","Central and Eastern Sydney","www.seslhd.health.nsw.gov.au/SHSEH/default.asp","Medium metropolitan hospital with an emergency department","Public","50-99",-33.867929,151.212575,2,1,0,2,0,"https://www.seslhd.health.nsw.gov.au/SHSEH/default.asp"
"Sydney Southwest Private Hospital","02 9821 0333","40 Bigge Street","Liverpool",2170,"NSW","","","www.sydneysouthwestprivatehospital.com.au","","Private","50-99",-33.917876,150.927499,2,0,0,0,0,"https://www.sydneysouthwestprivatehospital.com.au"
"Tailem Bend District Hospital","08 8572 5800","74 Princes Highway","Tailem Bend",5260,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/tailembendhospital","Regional hospital","Public","<50",-35.254803,139.452692,1,0,1,0,0,"https://www.sahealth.sa.gov.au/tailembendhospital"
"Tallangatta Health Service","02 6071 5200","25 Barree Street","Tallangatta",3700,"Vic","Tallangatta Health Service","Murray","","Regional hospital","Public","<50",-36.213705,147.183709,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Tamara Private Hospital","02 6766 1955","2-6 Dean Street","Tamworth",2340,"NSW","","","www.tamaraprivate.com.au/","","Private","50-99",-31.077535,150.921764,2,0,0,0,0,"https://www.tamaraprivate.com.au/"
"Tamworth Hospital","02 6767 7700","31 Dean Street","Tamworth",2340,"NSW","Hunter New England","Hunter New England and Central Coast","","Large regional hospital with an emergency department","Public","200-500",-31.074079,150.924199,4,1,1,3,0,"https://www.myhospitals.gov.au"
"Tanunda War Memorial Hospital","08 8563 2398","15 Mill Street","Tanunda",5352,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/Tanundahospital","Small hospital","Public","<50",-34.528082,138.960859,1,0,0,1,0,"https://www.sahealth.sa.gov.au/Tanundahospital"
"Tara Hospital","07 4678 7900","15 Bilton Street","Tara",4421,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-tara-hs.asp","Regional hospital","Public","<50",-27.273674,150.456368,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-tara-hs.asp"
"Taroom Hospital","07 4628 9900","Miller Street","Taroom",4420,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-taroom-hs.asp","Regional hospital","Public","<50",-25.638818,149.798669,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-taroom-hs.asp"
"Tasman Health and Community Service","03 6250 9000","1614 Nubeena Road","Nubeena",7184,"Tas","Tasmanian Health Service","Tasmania","","Regional hospital","Public","<50",-43.096752,147.742831,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Temora Hospital","02 6980 0200","169 Loftus Street","Temora",2666,"NSW","Murrumbidgee","Murrumbidgee","","Small hospital with an emergency department","Public","<50",-34.4439423,147.5426162,1,1,0,1,0,"https://www.myhospitals.gov.au"
"Tennant Creek Hospital","08 8962 4399","41 Schmidt Street","Tennant Creek",860,"NT","Central Australia (NT)","Northern Territory","www.health.nt.gov.au/Hospitals/Tennant_Creek_Hospital/index.aspx","Small hospital with an emergency department","Public","<50",-19.647791,134.186893,1,1,0,1,0,"https://www.health.nt.gov.au/Hospitals/Tennant_Creek_Hospital/index.aspx"
"Tenterfield Hospital","02 6739 5200","1-5 Naas Street","Tenterfield",2372,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-29.045083,152.013552,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Terang & Mortlake Health Service [Terang]","03 5592 0222","13 Austin Avenue","Terang",3264,"Vic","Terang and Mortlake Health Service (Terang)","Western Victoria","www.tmhs.vic.gov.au","Regional hospital","Public","<50",-38.239388,142.902119,1,0,1,0,0,"https://www.tmhs.vic.gov.au"
"Texas Hospital","07 4653 3200","Mingoola Road","Texas",4385,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-texas-hs.asp","Regional hospital","Public","<50",-28.855978,151.179481,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-texas-hs.asp"
"The Alfred","03 9076 2000","55 Commercial Road","Prahran",3181,"Vic","Alfred Health (Vic)","North Western Melbourne","www.alfred.org.au","Major hospital with an emergency department","Public",">500",-37.846087,144.981937,5,1,0,4,0,"https://www.alfred.org.au"
"The Avenue Hospital","03 9529 7377","40 The Avenue","Windsor",3181,"Vic","","","www.theavenuehospital.com.au/","","Private","100-199",-37.854809,144.998513,3,0,0,0,0,"https://www.theavenuehospital.com.au/"
"The Bays Hospital","03 5975 2009","Vale Street","Mornington",3931,"Vic","","","www.thebays.com.au","","Private","100-199",-38.223524,145.040939,3,0,0,0,0,"https://www.thebays.com.au"
"The Bendigo Hospital","03 5454 6000","62 Lucan Street","Bendigo",3550,"Vic","Bendigo Health Care Group","Murray","www.bendigohealth.org.au","Large regional hospital with an emergency department","Public","200-500",-36.748727,144.283372,4,1,1,3,0,"https://www.bendigohealth.org.au"
"The Border Cancer Hospital","02 6064 1400","201-239 Borella Road","Albury",2640,"NSW","","","www.bordercancerhospital.com.au","","Private","<50",-36.078399,146.938123,1,0,0,0,0,"https://www.bordercancerhospital.com.au"
"The Cairns Clinic","07 4050 7000","253 Sheridan Street","Cairns",4870,"Qld","","","","","Private","50-99",-16.910828,145.76209,2,0,0,0,0,"https://www.myhospitals.gov.au"
"The Canberra Hospital","02 6244 2222","Yamba Drive","Garran",2605,"ACT","Australian Capital Territory","Australian Capital Territory","www.canberrahospital.act.gov.au","Major hospital with an emergency department","Public",">500",-35.345777,149.100898,5,1,0,4,0,"https://www.canberrahospital.act.gov.au"
"The Children's Hospital at Westmead","02 9845 0000","178 Hawkesbury Road","Westmead",2145,"NSW","Sydney Children's Hospitals Network","Western Sydney","www.chw.edu.au/","Specialist children's hospital with an emergency department","Public","200-500",-33.801554,150.991759,4,1,0,0,1,"https://www.chw.edu.au/"
"The Eye Hospital","03 6334 4960","262 Charles Street","Launceston",7250,"Tas","","","http://www.curagroup.com.au/the-eye-hospital","","Private","",-41.444592,147.141609,0,0,0,0,0,"http://www.curagroup.com.au/the-eye-hospital"
"The Geelong Clinic","03 5248 1155","98 Townsend Road","St Albans Park",3219,"Vic","","","www.thegeelongclinic.com.au","","Private","<50",-38.182406,144.393267,1,0,0,0,0,"https://www.thegeelongclinic.com.au"
"The Hills Clinic Kellyville","1300 122 144","15-17 Memorial Avenue","Kellyville",2155,"NSW","","","www.thehillsclinic.com.au","","Private","<50",-33.716759,150.952057,1,0,0,0,0,"https://www.thehillsclinic.com.au"
"The Hills Private Hospital","02 9639 3333","499 Windsor Road","Baulkham Hills",2153,"NSW","","","www.thehillsprivatehospital.com.au","","Private","50-99",-33.743476,150.9825,2,0,0,0,0,"https://www.thehillsprivatehospital.com.au"
"The Hobart Clinic","03 6247 9960","31 Chipmans Road","Rokeby",7019,"Tas","","","www.thehobartclinic.com.au","","Private","",-42.905613,147.435278,0,0,0,0,0,"https://www.thehobartclinic.com.au"
"The Kilmore & District Hospital","03 5734 2000","Rutledge Street","Kilmore",3764,"Vic","Kilmore and District Hospital","Murray","","Small hospital","Public","<50",-37.301794,144.957915,1,0,0,1,0,"https://www.myhospitals.gov.au"
"The McKellar Centre","03 5279 2222","45-95 Ballarat Road","North Geelong",3215,"Vic","Barwon Health","Western Victoria","","Specialist rehabilitation hospital","Public","50-99",-38.118795,144.335728,2,0,0,0,1,"https://www.myhospitals.gov.au"
"The Melbourne Clinic","03 9429 4688","130 Church Street","Richmond",3121,"Vic","","","www.themelbourneclinic.com.au","","Private","100-199",-37.814361,144.998739,3,0,0,0,0,"https://www.themelbourneclinic.com.au"
"The Memorial Hospital","08 8366 3800","Sir Edwin Smith Avenue","North Adelaide",5006,"SA","","","www.thememorialhospital.org.au","","Private","100-199",-34.912733,138.599385,3,0,0,0,0,"https://www.thememorialhospital.org.au"
"The Mornington Centre","03 5976 2733","Corner of Tyalla Grove and Separation Street","Mornington",3931,"Vic","Peninsula Health (Vic)","South Eastern Melbourne","","Specialist rehabilitation hospital","Public","50-99",-38.230174,145.041697,2,0,0,0,1,"https://www.myhospitals.gov.au"
"The Northern Hospital [Epping]","03 8405 8000","185 Cooper Street","Epping",3076,"Vic","Northern Health (Vic)","Eastern Melbourne","www.nh.org.au","Large metropolitan hospital with an emergency department","Public","200-500",-37.653417,145.014381,4,1,0,3,0,"https://www.nh.org.au"
"The Park Centre For Mental Health","07 3271 8222","Corner of Ellerton Drive and Wolston Park Road","Wacol",4076,"Qld","West Moreton","Brisbane South","www.health.qld.gov.au/services/westmoreton/the-park.asp","Specialist psychiatric hospital","Public","100-199",-27.600413,152.910246,3,0,0,0,1,"https://www.health.qld.gov.au/services/westmoreton/the-park.asp"
"The Peter James Centre [East Burwood]","03 9881 1888","321-345 Burwood Highway","Forest Hill",3131,"Vic","Eastern Health (Vic)","Eastern Melbourne","https://www.easternhealth.org.au/locations/peter-james-centre","Metropolitan hospital","Public","100-199",-37.852712,145.164542,3,0,0,0,0,"https://www.easternhealth.org.au/locations/peter-james-centre"
"The Prince Charles Hospital","07 3139 4000","Rode Road","Chermside",4032,"Qld","Metro North (Qld)","Brisbane North","www.health.qld.gov.au/services/metronorth/metronorth_tpch.asp","Major hospital with an emergency department","Public",">500",-27.390497,153.021955,5,1,0,4,0,"https://www.health.qld.gov.au/services/metronorth/metronorth_tpch.asp"
"The Queen Elizabeth Hospital","08 8222 6000","28 Woodville Road","Woodville",5011,"SA","Central Adelaide","Adelaide","http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/hospitals+and+health+services+metropolitan+adelaide/the+queen+elizabeth+hospital/the+queen+elizabeth+hospital","Large metropolitan hospital with an emergency department","Public","200-500",-34.884179,138.534039,4,1,0,3,0,"http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/hospitals+and+health+services+metropolitan+adelaide/the+queen+elizabeth+hospital/the+queen+elizabeth+hospital"
"The Royal Victorian Eye & Ear Hospital","03 9929 8666","32 Gisborne Street","East Melbourne",3002,"Vic","Royal Victorian Eye and Ear Hospital","North Western Melbourne","https://www.eyeandear.org.au/","Specialist eye and ear hospital with an emergency department","Public","50-99",-37.808978,144.976245,2,1,0,0,1,"https://www.eyeandear.org.au/"
"The Skin & Cancer Foundation Australia","02 8833 3000","7 Ashley Lane","Westmead",2145,"NSW","","","www.skin.com.au","","Private","<50",-33.8072,150.98879,1,0,0,0,0,"https://www.skin.com.au"
"The Sydney Clinic","02 9389 8888","22-24 Murray Street","Bronte",2024,"NSW","","","www.thesydneyclinic.com.au","","Private","<50",-33.901383,151.260988,1,0,0,0,0,"https://www.thesydneyclinic.com.au"
"The Sydney Private Hospital Incorporating the NSW Eye Centre","02 9797 0555","63 Victoria Street","Ashfield",2131,"NSW","","","www.iphoa.com.au","","Private","50-99",-33.894,151.1299,2,0,0,0,0,"https://www.iphoa.com.au"
"The Townsville Hospital","07 4433 1111","100 Angus Smith Drive","Douglas",4814,"Qld","Townsville","Northern Queensland","www.health.qld.gov.au/services/townsville/tville_tville_hosp.asp","Major hospital with an emergency department","Public",">500",-19.320683,146.762092,5,1,0,4,0,"https://www.health.qld.gov.au/services/townsville/tville_tville_hosp.asp"
"The Tweed Hospital","07 5536 1133","14 Powell Street","Tweed Heads",2485,"NSW","Northern NSW","North Coast","","Large metropolitan hospital with an emergency department","Public","200-500",-28.177216,153.545458,4,1,0,3,0,"https://www.myhospitals.gov.au"
"The Valley Private Hospital","03 9790 9333","Corner of Police and Gladstone Roads","Mulgrave",3170,"Vic","","","www.thevalleyprivate.com.au","","Private","100-199",-37.938409,145.213122,3,0,0,0,0,"https://www.thevalleyprivate.com.au"
"The Victoria Clinic","03 9526 0200","324 Malvern Road","Prahran",3181,"Vic","","","www.thevictoriaclinic.com.au","","Private","<50",-37.847714,144.997225,1,0,0,0,0,"https://www.thevictoriaclinic.com.au"
"The Victorian Rehabilitation Centre","03 9566 2777","499 Springvale Road","Glen Waverley",3150,"Vic","","","www.thevictorianrehabilitationcentre.com.au","","Private","100-199",-37.898227,145.161425,3,0,0,0,0,"https://www.thevictorianrehabilitationcentre.com.au"
"The Wesley Hospital","07 3232 7000","451 Coronation Drive","Auchenflower",4066,"Qld","","","www.uchealth.com.au/wesley","","Private",">500",-27.478335,152.997971,5,0,0,0,0,"https://www.uchealth.com.au/wesley"
"Theodore Hospital","07 4990 3000","The Boulevard","Theodore",4719,"Qld","Central Queensland","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/central-queensland/theodore.asp","Regional hospital","Public","<50",-24.943109,150.075277,1,0,1,0,0,"https://www.health.qld.gov.au/services/central-queensland/theodore.asp"
"Thomas Walker Hospital","02 9736 2288","Hospital Road","Concord West",2138,"NSW","Sydney","Central and Eastern Sydney","","Specialist psychiatric hospital","Public","<50",-33.832336,151.097897,1,0,0,0,1,"https://www.myhospitals.gov.au"
"Thursday Island Hospital","07 4069 0200","163 Douglas Street","Thursday Island",4875,"Qld","Torres and Cape","Northern Queensland","https://www.health.qld.gov.au/services/torres-cape/torres_ti_hosp","Small hospital","Public","<50",-10.588,142.21156,1,0,0,1,0,"https://www.health.qld.gov.au/services/torres-cape/torres_ti_hosp"
"Tibooburra Hospital","08 8091 3302","Sturt Street","Tibooburra",2880,"NSW","Far West","Western NSW","","Regional hospital with an emergency department","Public","<50",-29.433211,142.012817,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Timboon & District Healthcare Service","03 5558 6000","21 Hospital Road","Timboon",3268,"Vic","Timboon and District Healthcare Service","Western Victoria","www.timboonhealthcare.com.au","Regional hospital","Public","<50",-38.486231,142.976717,1,0,1,0,0,"https://www.timboonhealthcare.com.au"
"Tingha Multi Purpose Service","02 6723 3901","Inverell Road","Tingha",2369,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-29.950779,151.206732,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tocumwal Hospital","03 5874 2166","Adams Street","Tocumwal",2714,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.815407,145.568996,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tom Price Hospital","08 9159 5222","862 Mine Road","Tom Price",6751,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=257","Regional hospital","Public","<50",-22.695367,117.790271,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=257"
"Tomaree Hospital","02 4984 0700","2 Trevally Street","Nelson Bay",2315,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-32.720053,152.158858,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Toosey Memorial Hospital (Longford)","03 6391 1202","10 Archer Street","Longford",7301,"Tas","Tasmanian Health Service","Tasmania","www.dhhs.tas.gov.au/service_information/service_delivery_points/toosey_aged_and_community_care","Regional hospital","Public","<50",-41.593091,147.119486,1,0,1,0,0,"https://www.dhhs.tas.gov.au/service_information/service_delivery_points/toosey_aged_and_community_care"
"Toowong Private Hospital","07 3721 8000","496 Milton Road","Toowong",4066,"Qld","","","www.toowongprivatehospital.com.au","","Private","50-99",-27.47736,152.99125,2,0,0,0,0,"https://www.toowongprivatehospital.com.au"
"Toowoomba Hospital","07 4616 6000","Pechey Street","Toowoomba",4350,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-toowoomba-hs.asp","Large regional hospital with an emergency department","Public","200-500",-27.569872,151.944433,4,1,1,3,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-toowoomba-hs.asp"
"Toowoomba Surgicentre","07 4659 3100","18 Scott Street","Toowoomba",4350,"Qld","","","http://www.curagroup.com.au/toowoomba-surgicentre/","","Private","<50",-27.566341,151.973785,1,0,0,0,0,"http://www.curagroup.com.au/toowoomba-surgicentre/"
"Tottenham Multipurpose Service","02 6891 6200","Lot 10 Moondana Street","Tottenham",2873,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.242711,147.358031,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Townsville Day Surgery","07 4725 4500","1 Martinez Avenue","West End",4810,"Qld","","","www.townsvilledaysurgery.com.au","","Private","<50",-19.268889,146.782836,1,0,0,0,0,"https://www.townsvilledaysurgery.com.au"
"Trangie Multi Purpose Service","02 6880 8200","28 Harris Street","Trangie",2823,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.030813,147.976355,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tresillian Care Centres","02 9787 0800","McKenzie Street","Belmore",2192,"NSW","Sydney","Central and Eastern Sydney","www.tresillian.net/","Early parenting centre","Public","50-99",-33.918732,151.097526,2,0,0,0,0,"https://www.tresillian.net/"
"Tresillian Family Care Centre, Kingswood","02 4734 2124","1b Barber Avenue","Kingswood",2747,"NSW","Unknown","Nepean Blue Mountains","https://www.tresillian.org.au/","Early parenting centre","Public","<50",-33.758161,150.714392,1,0,0,0,0,"https://www.tresillian.org.au/"
"Trundle Multi Purpose Health Service","02 6892 1051","44 Brookview Street","Trundle",2875,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.921078,147.704315,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tullamore Multi Purpose Health Service","02 6891 3100","1 Hinkler Street","Tullamore",2874,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.635114,147.568997,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tully Hospital","07 4068 4144","Bryant Street","Tully",4854,"Qld","Cairns and Hinterland","Northern Queensland","www.health.qld.gov.au/services/cairns-hinterland/cairns_tully_hosp.asp","Small hospital","Public","<50",-17.927624,145.924146,1,0,0,1,0,"https://www.health.qld.gov.au/services/cairns-hinterland/cairns_tully_hosp.asp"
"Tumbarumba Multi Purpose Service","02 6948 9600","4 Mitchell Street","Tumbarumba",2653,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.778706,148.006203,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Tumby Bay Hospital and Health Services","08 8688 2007","8-11 Esplanade","Tumby Bay",5605,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/tumbybayhospital","Regional hospital","Public","<50",-34.372292,136.103932,1,0,1,0,0,"https://www.sahealth.sa.gov.au/tumbybayhospital"
"Tumut Hospital","02 6947 0800","105 Simpson Street","Tumut",2720,"NSW","Murrumbidgee","Murrumbidgee","","Small hospital with an emergency department","Public","<50",-35.307265,148.219552,1,1,0,1,0,"https://www.myhospitals.gov.au"
"Tweddle Child & Family Health Centre [Footscray]","03 9689 1577","53 Adelaide Street","Footscray",3011,"Vic","Not stated/inadequately described","North Western Melbourne","","Early parenting centre","Public","<50",-37.797407,144.887421,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Tweed Day Surgery","07 5599 5522","38-44 Boyd Street","Tweed Heads",2485,"NSW","","","www.tweeddaysurgery.com.au","","Private","<50",-28.179019,153.539989,1,0,0,0,0,"https://www.tweeddaysurgery.com.au"
"Ulladulla Endoscopy and Medical Centre","02 4455 5422","111 Princes Highway","Ulladulla",2539,"NSW","","","www.ulladullaendoscopy.com.au","","Private","<50",-35.358764,150.473481,1,0,0,0,0,"https://www.ulladullaendoscopy.com.au"
"University Hospital Geelong","03 4215 0000","Bellerine Street","Geelong",3220,"Vic","Barwon Health","Western Victoria","","Major hospital with an emergency department","Public","200-500",-38.151533,144.364964,4,1,0,4,0,"https://www.myhospitals.gov.au"
"Upper Murray Health & Community Services [Corryong]","02 6076 3200","20 Kiell Street","Corryong",3707,"Vic","Upper Murray Health and Community Services (Corryong)","Murray","www.corryonghealth.org.au","Regional hospital","Public","<50",-36.198711,147.902798,1,0,1,0,0,"https://www.corryonghealth.org.au"
"Urana Multi Purpose Service","02 6920 8106","127-129 Princess Street","Urana",2645,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.325419,146.267316,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Urbenville Multi Purpose Service","02 6634 1600","45 Beaury Street","Urbenville",2475,"NSW","Northern NSW","North Coast","","Regional hospital with an emergency department","Public","<50",-28.471511,152.543029,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Ursula Frayne Centre","03 9319 7000","35 Mavis Street","Footscray",3011,"Vic","Mercy Public Hospital Inc. (Vic)","North Western Melbourne","https://health-services.mercyhealth.com.au/our-locations/adult-mental-health-services-south-west-metro/ursula-frayne-centre/","Specialist psychiatric hospital","Public","<50",-37.791148,144.886747,1,0,0,0,1,"https://health-services.mercyhealth.com.au/our-locations/adult-mental-health-services-south-west-metro/ursula-frayne-centre/"
"Vegetable Creek Multi Purpose Service Emmaville","02 6734 7900","13-33 Glen Innes Road","Emmaville",2371,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-29.450547,151.599204,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Victoria Parade Surgery Centre","03 9650 4000","Level 1, 100 Victoria Parade","East Melboune",3002,"Vic","","","http://www.curagroup.com.au/victoria-parade-surgery-centre","","Private","<50",-37.808521,144.97476,1,0,0,0,0,"http://www.curagroup.com.au/victoria-parade-surgery-centre"
"Victorian Institute of Forensic Mental Health","03 8684 0000","Yarra Bend Road","Fairfield",3078,"Vic","Victorian Institute of Forensic Mental Health","North Western Melbourne","","Specialist psychiatric hospital","Public","100-199",-37.78931,145.012975,3,0,0,0,1,"https://www.myhospitals.gov.au"
"Victorian Institute of Forensic Mental Health Prison Health Service","03 8684 0000","317 Spencer Street","Melbourne",3001,"Vic","Victorian Institute of Forensic Mental Health","North Western Melbourne","","Specialist psychiatric hospital","Public","<50",-37.812763,144.950757,1,0,0,0,1,"https://www.myhospitals.gov.au"
"Vision Day Surgery Camberwell","03 9882 1347","27 Denmark Hill Road","Camberwell",3123,"Vic","","","www.visioneyeinstitute.com.au","","Private","",-37.83252,145.0556,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Day Surgery Chatswood","02 9424 9999","Level 3, 270 Victoria Avenue","Chatswood",2086,"NSW","","","www.visioneyeinstitute.com.au","","Private","",-33.795181,151.187314,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Day Surgery Eastern","03 9880 4333","852 Whitehorse Road","Box Hill",3128,"Vic","","","www.visioneyeinstitute.com.au","","Private","",-37.817591,145.119433,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Day Surgery Footscray","03 9689 9233","89 Paisley Street","Footscray",3011,"Vic","","","www.visioneyeinstitute.com.au","","Private","",-37.800508,144.895155,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Day Surgery Hurstville","02 9585 2585","8-10 Woniora Road","Hurstville",2220,"NSW","","","www.visioneyeinstitute.com.au","","Private","",-33.966949,151.100439,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Day Surgery Rivercity","07 3736 3000","401 Milton Road","Auchenflower",4066,"Qld","","","www.visioneyeinstitute.com.au","","Private","",-27.473726,152.995579,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Vision Eye Institute","03 9521 2175","600 St Kilda Road","Melbourne",3004,"Vic","","","www.visioneyeinstitute.com.au","","Private","",-37.850605,144.980304,0,0,0,0,0,"https://www.visioneyeinstitute.com.au"
"Wagga Endoscopy Centre","02 6921 2711","50 Best Street","Wagga Wagga",2650,"NSW","","","http://www.curagroup.com.au/wagga-endoscopy-centre","","Private","<50",-35.115815,147.365914,1,0,0,0,0,"http://www.curagroup.com.au/wagga-endoscopy-centre"
"Wagga Wagga Hospital","02 5943 1000","260-280 Edward Street","Wagga Wagga",2650,"NSW","Murrumbidgee","Murrumbidgee","","Large regional hospital with an emergency department","Public","200-500",-35.118083,147.356915,4,1,1,3,0,"https://www.myhospitals.gov.au"
"Wagin Hospital","08 9861 3444","Warwick Street","Wagin",6315,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=179","Regional hospital","Public","<50",-33.304662,117.347319,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=179"
"Waikerie Health Service","08 8541 0555","1 Lawrie Terrace","Waikerie",5330,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/waikeriehealthservice","Small hospital","Public","<50",-34.182447,139.984917,1,0,0,1,0,"https://www.sahealth.sa.gov.au/waikeriehealthservice"
"Waikiki Private Hospital","08 9550 0222","221 Willmott Drive","Waikiki",6169,"WA","","","www.waikikiprivatehospital.com","","Private","<50",-32.310552,115.763147,1,0,0,0,0,"https://www.waikikiprivatehospital.com"
"Walcha Multi Purpose Service","02 6774 2366","Middle Street","Walcha",2354,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-30.987818,151.591415,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Walcott Street Surgical Centre","08 9227 9004","41 Walcott Street","Mount Lawley",6050,"WA","","","","","Private","",-31.936554,115.874141,0,0,0,0,0,"https://www.myhospitals.gov.au"
"Walgett Multipurpose Service","02 6828 6000","141 Fox Street","Walgett",2832,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-30.030646,148.115959,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Wangaratta Private Hospital","03 5722 2678","134-150 Templeton Street","Wangaratta",3677,"Vic","","","www.wangarattaprivate.com.au","","Private","<50",-36.349299,146.312423,1,0,0,0,0,"https://www.wangarattaprivate.com.au"
"Wantirna Health","03 9955 1200","251 Mountain Highway","Wantirna",3152,"Vic","Eastern Health (Vic)","Eastern Melbourne","https://www.easternhealth.org.au/locations/wantirna-health","Metropolitan hospital","Public","50-99",-37.848525,145.225902,2,0,0,0,0,"https://www.easternhealth.org.au/locations/wantirna-health"
"War Memorial Hospital","02 9369 0100","125 Birrell Street","Waverley",2024,"NSW","South Eastern Sydney","Central and Eastern Sydney","www.wmhw.org.au/","Specialist rehabilitation hospital","Public","<50",-33.897496,151.253816,1,0,0,0,1,"https://www.wmhw.org.au/"
