"Name","FinYear","variable","value"
"Central Gippsland Health Service [Sale]","2016_17","Peer.group.average",0.74
"Cobram District Hospital","2010_11","Peer.group.average",NA
"Cobram District Hospital","2011_12","Peer.group.average",NA
"Cobram District Hospital","2012_13","Peer.group.average",NA
"Cobram District Hospital","2013_14","Peer.group.average",NA
"Cobram District Hospital","2014_15","Peer.group.average",NA
"Cobram District Hospital","2015_16","Peer.group.average",NA
"Cobram District Hospital","2016_17","Peer.group.average",NA
"Cohuna District Hospital","2010_11","Peer.group.average",NA
"Cohuna District Hospital","2011_12","Peer.group.average",NA
"Cohuna District Hospital","2012_13","Peer.group.average",NA
"Cohuna District Hospital","2013_14","Peer.group.average",NA
"Cohuna District Hospital","2014_15","Peer.group.average",NA
"Cohuna District Hospital","2015_16","Peer.group.average",NA
"Cohuna District Hospital","2016_17","Peer.group.average",NA
"Colac Area Health","2010_11","Peer.group.average",NA
"Colac Area Health","2011_12","Peer.group.average",NA
"Colac Area Health","2012_13","Peer.group.average",NA
"Colac Area Health","2013_14","Peer.group.average",NA
"Colac Area Health","2014_15","Peer.group.average",NA
"Colac Area Health","2015_16","Peer.group.average",NA
"Colac Area Health","2016_17","Peer.group.average",NA
"Corryong Health","2010_11","Peer.group.average",NA
"Corryong Health","2011_12","Peer.group.average",NA
"Corryong Health","2012_13","Peer.group.average",NA
"Corryong Health","2013_14","Peer.group.average",NA
"Corryong Health","2014_15","Peer.group.average",NA
"Corryong Health","2015_16","Peer.group.average",NA
"Corryong Health","2016_17","Peer.group.average",NA
"Craigieburn Health Service","2010_11","Peer.group.average",NA
"Craigieburn Health Service","2011_12","Peer.group.average",NA
"Craigieburn Health Service","2012_13","Peer.group.average",NA
"Craigieburn Health Service","2013_14","Peer.group.average",NA
"Craigieburn Health Service","2014_15","Peer.group.average",NA
"Craigieburn Health Service","2015_16","Peer.group.average",NA
"Craigieburn Health Service","2016_17","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2010_11","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2011_12","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2012_13","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2013_14","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2014_15","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2015_16","Peer.group.average",NA
"Cranbourne Integrated Care Centre","2016_17","Peer.group.average",NA
"Creswick District Hospital","2010_11","Peer.group.average",NA
"Creswick District Hospital","2011_12","Peer.group.average",NA
"Creswick District Hospital","2012_13","Peer.group.average",NA
"Creswick District Hospital","2013_14","Peer.group.average",NA
"Creswick District Hospital","2014_15","Peer.group.average",NA
"Creswick District Hospital","2015_16","Peer.group.average",NA
"Creswick District Hospital","2016_17","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2010_11","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2011_12","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2012_13","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2013_14","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2014_15","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2015_16","Peer.group.average",NA
"Dame Phyllis Frost Centre   Marmak unit","2016_17","Peer.group.average",NA
"Dandenong Campus","2010_11","Peer.group.average",1.03
"Dandenong Campus","2011_12","Peer.group.average",0.94
"Dandenong Campus","2012_13","Peer.group.average",0.99
"Dandenong Campus","2013_14","Peer.group.average",0.86
"Dandenong Campus","2014_15","Peer.group.average",0.79
"Dandenong Campus","2015_16","Peer.group.average",0.72
"Dandenong Campus","2016_17","Peer.group.average",0.74
"Daylesford District Hospital","2010_11","Peer.group.average",NA
"Daylesford District Hospital","2011_12","Peer.group.average",NA
"Daylesford District Hospital","2012_13","Peer.group.average",NA
"Daylesford District Hospital","2013_14","Peer.group.average",NA
"Daylesford District Hospital","2014_15","Peer.group.average",NA
"Daylesford District Hospital","2015_16","Peer.group.average",NA
"Daylesford District Hospital","2016_17","Peer.group.average",NA
"Dental Health Services Victoria","2010_11","Peer.group.average",NA
"Dental Health Services Victoria","2011_12","Peer.group.average",NA
"Dental Health Services Victoria","2012_13","Peer.group.average",NA
"Dental Health Services Victoria","2013_14","Peer.group.average",NA
"Dental Health Services Victoria","2014_15","Peer.group.average",NA
"Dental Health Services Victoria","2015_16","Peer.group.average",NA
"Dental Health Services Victoria","2016_17","Peer.group.average",NA
"Dimboola District Hospital","2010_11","Peer.group.average",NA
"Dimboola District Hospital","2011_12","Peer.group.average",NA
"Dimboola District Hospital","2012_13","Peer.group.average",NA
"Dimboola District Hospital","2013_14","Peer.group.average",NA
"Dimboola District Hospital","2014_15","Peer.group.average",NA
"Dimboola District Hospital","2015_16","Peer.group.average",NA
"Dimboola District Hospital","2016_17","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2010_11","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2011_12","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2012_13","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2013_14","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2014_15","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2015_16","Peer.group.average",NA
"Djerriwarrh Health Service [Bacchus Marsh]","2016_17","Peer.group.average",NA
"Dunmunkle Health Services","2010_11","Peer.group.average",NA
"Dunmunkle Health Services","2011_12","Peer.group.average",NA
"Dunmunkle Health Services","2012_13","Peer.group.average",NA
"Dunmunkle Health Services","2013_14","Peer.group.average",NA
"Dunmunkle Health Services","2014_15","Peer.group.average",NA
"Dunmunkle Health Services","2015_16","Peer.group.average",NA
"Dunmunkle Health Services","2016_17","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2010_11","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2011_12","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2012_13","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2013_14","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2014_15","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2015_16","Peer.group.average",NA
"East Grampians Health Service [Ararat]","2016_17","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2010_11","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2011_12","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2012_13","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2013_14","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2014_15","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2015_16","Peer.group.average",NA
"East Grampians Health Service [Willaura]","2016_17","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2010_11","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2011_12","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2012_13","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2013_14","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2014_15","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2015_16","Peer.group.average",NA
"East Wimmera Health Service [Birchip]","2016_17","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2010_11","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2011_12","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2012_13","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2013_14","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2014_15","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2015_16","Peer.group.average",NA
"East Wimmera Health Service [Charlton]","2016_17","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2010_11","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2011_12","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2012_13","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2013_14","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2014_15","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2015_16","Peer.group.average",NA
"East Wimmera Health Service [Donald]","2016_17","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2010_11","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2011_12","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2012_13","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2013_14","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2014_15","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2015_16","Peer.group.average",NA
"East Wimmera Health Service [St Arnaud]","2016_17","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2010_11","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2011_12","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2012_13","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2013_14","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2014_15","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2015_16","Peer.group.average",NA
"East Wimmera Health Service [Wycheproof]","2016_17","Peer.group.average",NA
"Echuca Regional Health","2010_11","Peer.group.average",NA
"Echuca Regional Health","2011_12","Peer.group.average",NA
"Echuca Regional Health","2012_13","Peer.group.average",NA
"Echuca Regional Health","2013_14","Peer.group.average",NA
"Echuca Regional Health","2014_15","Peer.group.average",NA
"Echuca Regional Health","2015_16","Peer.group.average",NA
"Echuca Regional Health","2016_17","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2010_11","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2011_12","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2012_13","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2013_14","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2014_15","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2015_16","Peer.group.average",NA
"Edenhope and District Memorial Hospital","2016_17","Peer.group.average",NA
"Frankston Hospital","2010_11","Peer.group.average",1.03
"Frankston Hospital","2011_12","Peer.group.average",0.94
"Frankston Hospital","2012_13","Peer.group.average",0.99
"Frankston Hospital","2013_14","Peer.group.average",0.86
"Frankston Hospital","2014_15","Peer.group.average",0.79
"Frankston Hospital","2015_16","Peer.group.average",0.72
"Frankston Hospital","2016_17","Peer.group.average",0.74
"Gippsland Southern Health Service   Korumburra","2010_11","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2011_12","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2012_13","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2013_14","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2014_15","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2015_16","Peer.group.average",NA
"Gippsland Southern Health Service   Korumburra","2016_17","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2010_11","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2011_12","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2012_13","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2013_14","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2014_15","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2015_16","Peer.group.average",NA
"Gippsland Southern Health Service   Leongatha","2016_17","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2010_11","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2011_12","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2012_13","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2013_14","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2014_15","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2015_16","Peer.group.average",NA
"Golf Links Road Rehabilitation Centre","2016_17","Peer.group.average",NA
"Goulburn Valley Health [Shepparton]","2010_11","Peer.group.average",1.03
"Goulburn Valley Health [Shepparton]","2011_12","Peer.group.average",0.94
"Goulburn Valley Health [Shepparton]","2012_13","Peer.group.average",0.99
"Goulburn Valley Health [Shepparton]","2013_14","Peer.group.average",0.86
"Goulburn Valley Health [Shepparton]","2014_15","Peer.group.average",0.79
"Goulburn Valley Health [Shepparton]","2015_16","Peer.group.average",0.72
"Goulburn Valley Health [Shepparton]","2016_17","Peer.group.average",0.74
"Goulburn Valley Health [Tatura]","2010_11","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2011_12","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2012_13","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2013_14","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2014_15","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2015_16","Peer.group.average",NA
"Goulburn Valley Health [Tatura]","2016_17","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2010_11","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2011_12","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2012_13","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2013_14","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2014_15","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2015_16","Peer.group.average",NA
"Goulburn Valley Health [Waranga]","2016_17","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2010_11","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2011_12","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2012_13","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2013_14","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2014_15","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2015_16","Peer.group.average",NA
"Healesville Hospital and Yarra Valley Health","2016_17","Peer.group.average",NA
"Heathcote Health","2010_11","Peer.group.average",NA
"Heathcote Health","2011_12","Peer.group.average",NA
"Heathcote Health","2012_13","Peer.group.average",NA
"Heathcote Health","2013_14","Peer.group.average",NA
"Heathcote Health","2014_15","Peer.group.average",NA
"Heathcote Health","2015_16","Peer.group.average",NA
"Heathcote Health","2016_17","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2010_11","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2011_12","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2012_13","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2013_14","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2014_15","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2015_16","Peer.group.average",NA
"Heidelberg Repatriation Hospital [Heidelberg West]","2016_17","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2010_11","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2011_12","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2012_13","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2013_14","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2014_15","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2015_16","Peer.group.average",NA
"Hesse Rural Health Service [Winchelsea]","2016_17","Peer.group.average",NA
"Heywood Rural Health","2010_11","Peer.group.average",NA
"Heywood Rural Health","2011_12","Peer.group.average",NA
"Heywood Rural Health","2012_13","Peer.group.average",NA
"Heywood Rural Health","2013_14","Peer.group.average",NA
"Heywood Rural Health","2014_15","Peer.group.average",NA
"Heywood Rural Health","2015_16","Peer.group.average",NA
"Heywood Rural Health","2016_17","Peer.group.average",NA
"Inglewood & District Health Service","2010_11","Peer.group.average",NA
"Inglewood & District Health Service","2011_12","Peer.group.average",NA
"Inglewood & District Health Service","2012_13","Peer.group.average",NA
"Inglewood & District Health Service","2013_14","Peer.group.average",NA
"Inglewood & District Health Service","2014_15","Peer.group.average",NA
"Inglewood & District Health Service","2015_16","Peer.group.average",NA
"Inglewood & District Health Service","2016_17","Peer.group.average",NA
"Kerang District Health","2010_11","Peer.group.average",NA
"Kerang District Health","2011_12","Peer.group.average",NA
"Kerang District Health","2012_13","Peer.group.average",NA
"Kerang District Health","2013_14","Peer.group.average",NA
"Kerang District Health","2014_15","Peer.group.average",NA
"Kerang District Health","2015_16","Peer.group.average",NA
"Kerang District Health","2016_17","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2010_11","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2011_12","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2012_13","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2013_14","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2014_15","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2015_16","Peer.group.average",NA
"Kingston Centre [Cheltenham]","2016_17","Peer.group.average",NA
"Kooweerup Regional Health Service","2010_11","Peer.group.average",NA
"Kooweerup Regional Health Service","2011_12","Peer.group.average",NA
"Kooweerup Regional Health Service","2012_13","Peer.group.average",NA
"Kooweerup Regional Health Service","2013_14","Peer.group.average",NA
"Kooweerup Regional Health Service","2014_15","Peer.group.average",NA
"Kooweerup Regional Health Service","2015_16","Peer.group.average",NA
"Kooweerup Regional Health Service","2016_17","Peer.group.average",NA
"Kyabram & District Health Service","2010_11","Peer.group.average",NA
"Kyabram & District Health Service","2011_12","Peer.group.average",NA
"Kyabram & District Health Service","2012_13","Peer.group.average",NA
"Kyabram & District Health Service","2013_14","Peer.group.average",NA
"Kyabram & District Health Service","2014_15","Peer.group.average",NA
"Kyabram & District Health Service","2015_16","Peer.group.average",NA
"Kyabram & District Health Service","2016_17","Peer.group.average",NA
"Kyneton District Health Service","2010_11","Peer.group.average",NA
"Kyneton District Health Service","2011_12","Peer.group.average",NA
"Kyneton District Health Service","2012_13","Peer.group.average",NA
"Kyneton District Health Service","2013_14","Peer.group.average",NA
"Kyneton District Health Service","2014_15","Peer.group.average",NA
"Kyneton District Health Service","2015_16","Peer.group.average",NA
"Kyneton District Health Service","2016_17","Peer.group.average",NA
"Latrobe Regional Hospital [Traralgon]","2010_11","Peer.group.average",1.03
"Latrobe Regional Hospital [Traralgon]","2011_12","Peer.group.average",0.94
"Latrobe Regional Hospital [Traralgon]","2012_13","Peer.group.average",0.99
"Latrobe Regional Hospital [Traralgon]","2013_14","Peer.group.average",0.86
"Latrobe Regional Hospital [Traralgon]","2014_15","Peer.group.average",0.79
"Latrobe Regional Hospital [Traralgon]","2015_16","Peer.group.average",0.72
"Latrobe Regional Hospital [Traralgon]","2016_17","Peer.group.average",0.74
"Lorne Community Hospital","2010_11","Peer.group.average",NA
"Lorne Community Hospital","2011_12","Peer.group.average",NA
"Lorne Community Hospital","2012_13","Peer.group.average",NA
"Lorne Community Hospital","2013_14","Peer.group.average",NA
"Lorne Community Hospital","2014_15","Peer.group.average",NA
"Lorne Community Hospital","2015_16","Peer.group.average",NA
"Lorne Community Hospital","2016_17","Peer.group.average",NA
"Maldon Hospital","2010_11","Peer.group.average",NA
"Maldon Hospital","2011_12","Peer.group.average",NA
"Maldon Hospital","2012_13","Peer.group.average",NA
"Maldon Hospital","2013_14","Peer.group.average",NA
"Maldon Hospital","2014_15","Peer.group.average",NA
"Maldon Hospital","2015_16","Peer.group.average",NA
"Maldon Hospital","2016_17","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2010_11","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2011_12","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2012_13","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2013_14","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2014_15","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2015_16","Peer.group.average",NA
"Mallee Track Health & Community Service [Ouyen]","2016_17","Peer.group.average",NA
"Manangatang & District Hospital","2010_11","Peer.group.average",NA
"Manangatang & District Hospital","2011_12","Peer.group.average",NA
"Manangatang & District Hospital","2012_13","Peer.group.average",NA
"Manangatang & District Hospital","2013_14","Peer.group.average",NA
"Manangatang & District Hospital","2014_15","Peer.group.average",NA
"Manangatang & District Hospital","2015_16","Peer.group.average",NA
"Manangatang & District Hospital","2016_17","Peer.group.average",NA
"Mansfield District Hospital","2010_11","Peer.group.average",NA
"Mansfield District Hospital","2011_12","Peer.group.average",NA
"Mansfield District Hospital","2012_13","Peer.group.average",NA
"Mansfield District Hospital","2013_14","Peer.group.average",NA
"Mansfield District Hospital","2014_15","Peer.group.average",NA
"Mansfield District Hospital","2015_16","Peer.group.average",NA
"Mansfield District Hospital","2016_17","Peer.group.average",NA
"Maroondah Hospital [East Ringwood]","2010_11","Peer.group.average",1.03
"Maroondah Hospital [East Ringwood]","2011_12","Peer.group.average",0.94
"Maroondah Hospital [East Ringwood]","2012_13","Peer.group.average",0.99
"Maroondah Hospital [East Ringwood]","2013_14","Peer.group.average",0.86
"Maroondah Hospital [East Ringwood]","2014_15","Peer.group.average",0.79
"Maroondah Hospital [East Ringwood]","2015_16","Peer.group.average",0.72
"Maroondah Hospital [East Ringwood]","2016_17","Peer.group.average",0.74
"Maryborough District Health Service [Dunolly]","2010_11","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2011_12","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2012_13","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2013_14","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2014_15","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2015_16","Peer.group.average",NA
"Maryborough District Health Service [Dunolly]","2016_17","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2010_11","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2011_12","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2012_13","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2013_14","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2014_15","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2015_16","Peer.group.average",NA
"Maryborough District Health Service [Maryborough]","2016_17","Peer.group.average",NA
"Melton Health","2010_11","Peer.group.average",NA
"Melton Health","2011_12","Peer.group.average",NA
"Melton Health","2012_13","Peer.group.average",NA
"Melton Health","2013_14","Peer.group.average",NA
"Melton Health","2014_15","Peer.group.average",NA
"Melton Health","2015_16","Peer.group.average",NA
"Melton Health","2016_17","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2010_11","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2011_12","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2012_13","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2013_14","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2014_15","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2015_16","Peer.group.average",NA
"Mercy Health   O'Connell Family Centre","2016_17","Peer.group.average",NA
"Mercy Hospital for Women","2010_11","Peer.group.average",NA
"Mercy Hospital for Women","2011_12","Peer.group.average",NA
"Mercy Hospital for Women","2012_13","Peer.group.average",NA
"Mercy Hospital for Women","2013_14","Peer.group.average",NA
"Mercy Hospital for Women","2014_15","Peer.group.average",NA
"Mercy Hospital for Women","2015_16","Peer.group.average",NA
"Mercy Hospital for Women","2016_17","Peer.group.average",NA
"Mildura Base Hospital","2010_11","Peer.group.average",1.03
"Mildura Base Hospital","2011_12","Peer.group.average",0.94
"Mildura Base Hospital","2012_13","Peer.group.average",0.99
"Mildura Base Hospital","2013_14","Peer.group.average",0.86
"Mildura Base Hospital","2014_15","Peer.group.average",0.79
"Mildura Base Hospital","2015_16","Peer.group.average",0.72
"Mildura Base Hospital","2016_17","Peer.group.average",0.74
"Monash Medical Centre [Clayton]","2010_11","Peer.group.average",1.62
"Monash Medical Centre [Clayton]","2011_12","Peer.group.average",1.43
"Monash Medical Centre [Clayton]","2012_13","Peer.group.average",1.37
"Monash Medical Centre [Clayton]","2013_14","Peer.group.average",1.33
"Monash Medical Centre [Clayton]","2014_15","Peer.group.average",1.13
"Monash Medical Centre [Clayton]","2015_16","Peer.group.average",1.03
"Monash Medical Centre [Clayton]","2016_17","Peer.group.average",1.09
"Monash Medical Centre [Moorabbin]","2010_11","Peer.group.average",1.03
"Monash Medical Centre [Moorabbin]","2011_12","Peer.group.average",0.94
"Monash Medical Centre [Moorabbin]","2012_13","Peer.group.average",0.99
"Monash Medical Centre [Moorabbin]","2013_14","Peer.group.average",0.86
"Monash Medical Centre [Moorabbin]","2014_15","Peer.group.average",0.79
"Monash Medical Centre [Moorabbin]","2015_16","Peer.group.average",0.72
"Monash Medical Centre [Moorabbin]","2016_17","Peer.group.average",0.74
"Moyne Health Services [Port Fairy]","2010_11","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2011_12","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2012_13","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2013_14","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2014_15","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2015_16","Peer.group.average",NA
"Moyne Health Services [Port Fairy]","2016_17","Peer.group.average",NA
"Nathalia District Hospital","2010_11","Peer.group.average",NA
"Nathalia District Hospital","2011_12","Peer.group.average",NA
"Nathalia District Hospital","2012_13","Peer.group.average",NA
"Nathalia District Hospital","2013_14","Peer.group.average",NA
"Nathalia District Hospital","2014_15","Peer.group.average",NA
"Nathalia District Hospital","2015_16","Peer.group.average",NA
"Nathalia District Hospital","2016_17","Peer.group.average",NA
"Northeast Health Wangaratta","2010_11","Peer.group.average",1.03
"Northeast Health Wangaratta","2011_12","Peer.group.average",0.94
"Northeast Health Wangaratta","2012_13","Peer.group.average",0.99
"Northeast Health Wangaratta","2013_14","Peer.group.average",0.86
"Northeast Health Wangaratta","2014_15","Peer.group.average",0.79
"Northeast Health Wangaratta","2015_16","Peer.group.average",0.72
"Northeast Health Wangaratta","2016_17","Peer.group.average",0.74
"Numurkah & District Health Service","2010_11","Peer.group.average",NA
"Numurkah & District Health Service","2011_12","Peer.group.average",NA
"Numurkah & District Health Service","2012_13","Peer.group.average",NA
"Numurkah & District Health Service","2013_14","Peer.group.average",NA
"Numurkah & District Health Service","2014_15","Peer.group.average",NA
"Numurkah & District Health Service","2015_16","Peer.group.average",NA
"Numurkah & District Health Service","2016_17","Peer.group.average",NA
"Omeo District Health","2010_11","Peer.group.average",NA
"Omeo District Health","2011_12","Peer.group.average",NA
"Omeo District Health","2012_13","Peer.group.average",NA
"Omeo District Health","2013_14","Peer.group.average",NA
"Omeo District Health","2014_15","Peer.group.average",NA
"Omeo District Health","2015_16","Peer.group.average",NA
"Omeo District Health","2016_17","Peer.group.average",NA
"Orbost Regional Health","2010_11","Peer.group.average",NA
"Orbost Regional Health","2011_12","Peer.group.average",NA
"Orbost Regional Health","2012_13","Peer.group.average",NA
"Orbost Regional Health","2013_14","Peer.group.average",NA
"Orbost Regional Health","2014_15","Peer.group.average",NA
"Orbost Regional Health","2015_16","Peer.group.average",NA
"Orbost Regional Health","2016_17","Peer.group.average",NA
"Orygen Inpatient Unit","2010_11","Peer.group.average",NA
"Orygen Inpatient Unit","2011_12","Peer.group.average",NA
"Orygen Inpatient Unit","2012_13","Peer.group.average",NA
"Orygen Inpatient Unit","2013_14","Peer.group.average",NA
"Orygen Inpatient Unit","2014_15","Peer.group.average",NA
"Orygen Inpatient Unit","2015_16","Peer.group.average",NA
"Orygen Inpatient Unit","2016_17","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2010_11","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2011_12","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2012_13","Peer.group.average",NA
